"caminho","motivo","impacto","podeAparecer","acao","prioridade","responsavel"
"storage/content/oab/15-exame/provas/caderno-de-provas-direito-do-trabalho-ys2xgc.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/16-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-t734op.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/16-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1469zy.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/16-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/16-exame/provas/caderno-de-prova-01-18yozo.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/16-exame/provas/caderno-de-prova-02-95ox0c.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/16-exame/provas/caderno-de-prova-03-13pdat.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/16-exame/provas/caderno-de-prova-04-1yfs87.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/16-exame/provas/caderno-de-provas-direito-civil-1221zb.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/16-exame/provas/caderno-de-provas-direito-do-trabalho-17cl7h.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/17-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-1avzn9.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/17-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-cvnc3q.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/17-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/17-exame/provas/caderno-de-prova-01-dnzoxi.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/17-exame/provas/caderno-de-prova-02-117iv7.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/17-exame/provas/caderno-de-prova-03-1l5nvm.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/17-exame/provas/caderno-de-prova-04-9o2zwt.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/17-exame/provas/caderno-de-provas-direito-civil-g3lan6.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/17-exame/provas/caderno-de-provas-direito-do-trabalho-1qmz09.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/17-exame/provas/esclarecimento-materiais-e-procedimentos-para-consulta-da-prova-pratico-profissional-166pcv.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/18-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1ophiw.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/18-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/18-exame/provas/caderno-de-prova-tipo-1-34r88r.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/18-exame/provas/caderno-de-prova-tipo-2-109w8g.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/18-exame/provas/caderno-de-prova-tipo-3-9ulf4i.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/18-exame/provas/caderno-de-prova-tipo-4-tcz9px.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/18-exame/provas/caderno-de-provas-direito-civil-1l0rci.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/18-exame/provas/caderno-de-provas-direito-do-trabalho-1xvx06.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/19-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-atualizado-14pawg.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/19-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/19-exame/provas/caderno-de-prova-tipo-1-1hvk6o.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/19-exame/provas/caderno-de-prova-tipo-2-18a4lo.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/19-exame/provas/caderno-de-prova-tipo-3-oqsrig.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/19-exame/provas/caderno-de-prova-tipo-4-1ico77.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/19-exame/provas/caderno-de-provas-direito-civil-1bmn5x.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/19-exame/provas/caderno-de-provas-direito-do-trabalho-1eo0tm.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/20-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-9n9ffh.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/20-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-examinandos-de-salvador-ba-1et8zc.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/20-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/20-exame/provas/caderno-de-prova-tipo-1-15xg3w.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/20-exame/provas/caderno-de-prova-tipo-1-reaplicacao-salvador-ba-65x7zi.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/20-exame/provas/caderno-de-prova-tipo-2-maj79k.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/20-exame/provas/caderno-de-prova-tipo-2-reaplicacao-salvador-ba-1dqk0x.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/20-exame/provas/caderno-de-prova-tipo-3-bocpwt.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/20-exame/provas/caderno-de-prova-tipo-3-reaplicacao-salvador-ba-wre74g.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/20-exame/provas/caderno-de-prova-tipo-4-1458pu.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/20-exame/provas/caderno-de-prova-tipo-4-reaplicacao-salvador-ba-1aobzd.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/20-exame/provas/caderno-de-provas-direito-civil-reaplicacao-porto-velho-ro-4mstai.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/20-exame/provas/caderno-de-provas-direito-civil-sniqax.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/20-exame/provas/caderno-de-provas-direito-do-trabalho-144a12.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/20-exame/provas/caderno-de-provas-direito-do-trabalho-reaplicacao-porto-velho-ro-1xbrxh.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/2010-2-exame/gabaritos/gabarito-do-caderno-de-prova-01-uwdyvp.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/2010-2-exame/gabaritos/gabarito-do-caderno-de-prova-02-uwxrh2.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/2010-2-exame/gabaritos/gabarito-do-caderno-de-prova-03-uxhk2f.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/2010-2-exame/gabaritos/gabarito-do-caderno-de-prova-04-uy1cns.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/2010-2-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/2010-2-exame/provas/caderno-de-prova-01-1uw61u.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/2010-2-exame/provas/caderno-de-prova-02-1uwpug.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/2010-2-exame/provas/caderno-de-prova-03-1ux9n1.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/2010-2-exame/provas/caderno-de-prova-04-1uxtfm.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/2010-2-exame/provas/caderno-de-prova-direito-civil-dex9z1.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/2010-2-exame/provas/caderno-de-prova-direito-do-trabalho-fmjw4h.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/2010-3-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/21-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-rv9qdu.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/21-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/21-exame/provas/caderno-de-prova-tipo-1-l5p1dl.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/21-exame/provas/caderno-de-prova-tipo-2-1g9l1x.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/21-exame/provas/caderno-de-prova-tipo-3-c5mgwq.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/21-exame/provas/caderno-de-prova-tipo-4-172rxv.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/21-exame/provas/caderno-de-provas-direito-civil-hk4onq.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/21-exame/provas/caderno-de-provas-direito-do-trabalho-186spb.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/22-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-mzcemy.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/22-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/22-exame/provas/caderno-de-prova-tipo-1-13b7mz.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/22-exame/provas/caderno-de-prova-tipo-2-ufp8vd.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/22-exame/provas/caderno-de-prova-tipo-3-1hz8f5.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/22-exame/provas/caderno-de-prova-tipo-4-f45v7w.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/22-exame/provas/caderno-de-provas-direito-civil-1h1oj4.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/22-exame/provas/caderno-de-provas-direito-do-trabalho-12bkwq.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/23-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1ojpwd.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/23-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/23-exame/provas/caderno-de-prova-tipo-1-1c1xvg.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/23-exame/provas/caderno-de-prova-tipo-2-1iefak.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/23-exame/provas/caderno-de-prova-tipo-3-ysnkop.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/23-exame/provas/caderno-de-prova-tipo-4-ljdfnt.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/23-exame/provas/caderno-de-provas-direito-civil-hj8jk8.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/23-exame/provas/caderno-de-provas-direito-do-trabalho-1et8my.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/24-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-9c1rjf.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/24-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/24-exame/provas/caderno-de-prova-tipo-1-49qjjq.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/24-exame/provas/caderno-de-prova-tipo-2-111h6i.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/24-exame/provas/caderno-de-prova-tipo-3-4odvg5.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/24-exame/provas/caderno-de-prova-tipo-4-6f5zoy.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/24-exame/provas/caderno-de-provas-direito-civil-19iftj.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/24-exame/provas/caderno-de-provas-direito-do-trabalho-1yfvfn.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/25-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-18qbq1.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/25-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/25-exame/provas/caderno-de-prova-tipo-1-1tybaf.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/25-exame/provas/caderno-de-prova-tipo-2-1pw0c6.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/25-exame/provas/caderno-de-prova-tipo-3-1scjjx.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/25-exame/provas/caderno-de-prova-tipo-4-5l4ybe.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/25-exame/provas/caderno-de-provas-direito-civil-1wcqbn.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/25-exame/provas/caderno-de-provas-direito-civil-porto-alegre-rs-se63et.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/25-exame/provas/caderno-de-provas-direito-do-trabalho-1x22dq.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/25-exame/provas/caderno-de-provas-direito-do-trabalho-porto-alegre-rs-n1vbxj.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/26-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-atualizado-em-06.08.2018-1sxrjv.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/26-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/26-exame/provas/caderno-de-prova-tipo-1-8hrwbk.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/26-exame/provas/caderno-de-prova-tipo-2-y20qzm.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/26-exame/provas/caderno-de-prova-tipo-3-1aeey7.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/26-exame/provas/caderno-de-prova-tipo-4-135evz.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/26-exame/provas/caderno-de-provas-direito-civil-9ltbgf.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/26-exame/provas/caderno-de-provas-direito-do-trabalho-1aiohq.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/27-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-retificado-em-19.11.2018-13i9pd.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/27-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/27-exame/provas/caderno-de-prova-tipo-1-n8lbvy.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/27-exame/provas/caderno-de-prova-tipo-2-7pcpql.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/27-exame/provas/caderno-de-prova-tipo-3-2oor9w.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/27-exame/provas/caderno-de-prova-tipo-4-19v5tb.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/27-exame/provas/caderno-de-provas-direito-civil-9u08je.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/27-exame/provas/caderno-de-provas-direito-do-trabalho-lb0oyy.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/28-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-retificado-em-19.03.2019-166b6o.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/28-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/28-exame/provas/caderno-de-prova-tipo-1-5ejlci.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/28-exame/provas/caderno-de-prova-tipo-2-4wwn2u.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/28-exame/provas/caderno-de-prova-tipo-3-xocsfv.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/28-exame/provas/caderno-de-prova-tipo-4-umqj1v.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/28-exame/provas/caderno-de-provas-direito-civil-fe8wt0.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/28-exame/provas/caderno-de-provas-direito-do-trabalho-1r2aor.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/29-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-fayxg3.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/29-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/29-exame/provas/caderno-de-prova-tipo-1-gajlkk.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/29-exame/provas/caderno-de-prova-tipo-2-8cy85q.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
